index,merchant_name,merchant_address,brand_name,category,store_address,lat,long,dist,city
1736,CÔNG TY CỔ PHẦN KOMBO,"60 Lê Văn Thiêm, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Kombo,restaurant,"257 Giảng Võ, P.Chợ Dừa, Q.Đống Đa",21.02772,105.82557,Quận Đống Đa,Hà Nội
1737,CÔNG TY CỔ PHẦN KOMBO,"60 Lê Văn Thiêm, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Kombo,restaurant,"112 Hai Bà Trưng, P.Cửa Nam, Q.Hoàn Kiếm",21.02732,105.8425,Quận Hoàn Kiếm,Hà Nội
1738,CÔNG TY CỔ PHẦN KOMBO,"60 Lê Văn Thiêm, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Kombo,restaurant,"37 Lạc Trung, P.Vĩnh Tuy, Q.Hai Bà Trưng",21.003,105.86603,Quận Hai Bà Trưng,Hà Nội
1739,CÔNG TY CỔ PHẦN KOMBO,"60 Lê Văn Thiêm, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Kombo,restaurant,"Tòa Nhà Rainbow, Khu Đô Thị Tây Nam Linh Đàm, Hoàng Mai",20.96275,105.824473,Quận Hoàng Mai,Hà Nội
1740,CÔNG TY CỔ PHẦN KOMBO,"60 Lê Văn Thiêm, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Kombo,restaurant,"Nguyễn Cơ Thạch, P.Mỹ Đình, Q.Nam Từ Liêm",21.03193,105.76495,Quận Nam Từ Liêm,Hà Nội
1741,CÔNG TY CỔ PHẦN KOMBO,"60 Lê Văn Thiêm, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Kombo,restaurant,"46 Trần Đại Nghĩa, P.Đồng Tâm, Q.Hai Bà Trưng",20.9957935,105.8454334,Quận Hai Bà Trưng,Hà Nội
1742,CÔNG TY CỔ PHẦN KOMBO,"60 Lê Văn Thiêm, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Kombo,restaurant,"78 Vương Thừa Vũ, P.Khương Trung, Q.Thanh Xuân",20.9990911,105.82183,Quận Thanh Xuân,Hà Nội
1743,CÔNG TY CỔ PHẦN KOMBO,"60 Lê Văn Thiêm, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Kombo,restaurant,"30 Nguyễn Phong Sắc, P.Nghĩa Tân, Q.Cầu Giấy",21.0438971,105.79028,Quận Cầu Giấy,Hà Nội
1744,KUP COFFEE,"495/8C Tô Hiến Thành, P.14, Q.10, TP.HCM",Kup Coffee,coffee chains and milk tea,"495/8C Tô Hiến Thành, P.14, Q.10",10.77368,106.66147,Quận 10,Hồ Chí Minh
1745,LÁ CÒN XANH SHOP,"2 Lê Duẩn, P.Bến Nghé, Q.1, TP.HCM",Lá Còn Xanh Shop,shopping,"2 Lê Duẩn, P.Bến Nghé, Q.1",10.78622,106.70402,Quận 1,Hồ Chí Minh
1746,L A G A R E,"447 Nguyễn Thị Thập Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",La Gare Coffee,coffee chains and milk tea,"447 Nguyễn Thị Thập, P.Tân Phong, Q.7",10.73877,106.71084,Quận 7,Hồ Chí Minh
1747,LAGRUPA STEAK HOUSE,"148  Trung Liệt, Phường Trung Liệt, Quận Đống Đa, Hà Nội, VIỆT NAM",Lagrupa Steak House,coffee chains and milk tea,"148 Trung Liệt, P.Trung Liệt, Q.Đống Đa",21.01052,105.81949,Quận Đống Đa,Hà Nội
1748,LAHA COFFEE,"343	Điện Biên Phủ, Phường 4, Quận 3, TP.Hồ Chí Minh",Laha Coffee,coffee chains and milk tea,"343 Điện Biên Phủ, P.4, Q.3",10.77536,106.68209,Quận 3,Hồ Chí Minh
1749,LAHA COFFEE,"343	Điện Biên Phủ, Phường 4, Quận 3, TP.Hồ Chí Minh",Laha Coffee,coffee chains and milk tea,"127G Đinh Tiên Hoàng, P.3, Q.Bình Thạnh",10.79931,106.69634,Quận Bình Thạnh,Hồ Chí Minh
1750,LAHA COFFEE,"343	Điện Biên Phủ, Phường 4, Quận 3, TP.Hồ Chí Minh",Laha Coffee,coffee chains and milk tea,"108 Đồng Nai, P.15, Q.10",10.78061,106.66173,Quận 10,Hồ Chí Minh
1751,LAHA COFFEE,"343	Điện Biên Phủ, Phường 4, Quận 3, TP.Hồ Chí Minh",Laha Coffee,coffee chains and milk tea,"77B Hàm Nghi, P.Nguyễn Thái Bình, Q.1",10.77074,106.7036,Quận 1,Hồ Chí Minh
1752,LAHA COFFEE,"343	Điện Biên Phủ, Phường 4, Quận 3, TP.Hồ Chí Minh",Laha Coffee,coffee chains and milk tea,"P.Tân Phú, Q.9",10.86124,106.79852,Quận 9,Hồ Chí Minh
1753,LAHA COFFEE,"343	Điện Biên Phủ, Phường 4, Quận 3, TP.Hồ Chí Minh",Laha Coffee,coffee chains and milk tea,"18A Nguyễn Thị Minh Khai, P.Đa Kao, Q.1",10.78593,106.70094,Quận 1,Hồ Chí Minh
1754,LAHA COFFEE,"343	Điện Biên Phủ, Phường 4, Quận 3, TP.Hồ Chí Minh",Laha Coffee,coffee chains and milk tea,"259 Phan Xích Long, P.2, Q.Phú Nhuận",10.7994,106.6856333,Quận Phú Nhuận,Hồ Chí Minh
1755,LAHA COFFEE,"343	Điện Biên Phủ, Phường 4, Quận 3, TP.Hồ Chí Minh",Laha Coffee,coffee chains and milk tea,"277A Trường Chinh, P.14, Q.Tân Bình",10.79715,106.64547,Quận Tân Bình,Hồ Chí Minh
1756,LAHA COFFEE,"343	Điện Biên Phủ, Phường 4, Quận 3, TP.Hồ Chí Minh",Laha Coffee,coffee chains and milk tea,"63 Ung Văn Khiêm, P.25, Q.Bình Thạnh",10.80795,106.71553,Quận Bình Thạnh,Hồ Chí Minh
1757,VŨ VĂN THẮNG,"379 Phạm Văn Đồng, Phường 11, Quận Bình Thạnh, TP Hồ Chí Minh",Laha Coffee,coffee chains and milk tea,"371 Nguyễn Kiệm, P.3, Q.Gò Vấp",10.82081,106.67886,Quận Gò Vấp,Hồ Chí Minh
1758,VŨ VĂN THẮNG,"379 Phạm Văn Đồng, Phường 11, Quận Bình Thạnh, TP Hồ Chí Minh",Laha Coffee,coffee chains and milk tea,"450 Quang Trung, P.10, Q.Gò Vấp",10.83355,106.66589,Quận Gò Vấp,Hồ Chí Minh
1759,LAHA COFFEE TRẦN CAO VÂN,"11B Trần Cao Vân, Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",Laha Coffee,coffee chains and milk tea,"11B Trần Cao Vân, P.Đa Kao, Q.1",10.78449,106.6977,Quận 1,Hồ Chí Minh
1760,VŨ VĂN THẮNG,"379 Phạm Văn Đồng, Phường 11, Quận Bình Thạnh, TP Hồ Chí Minh",Laha Coffee,coffee chains and milk tea,"375 Điện Biên Phủ, P.25, Q.Bình Thạnh",10.7938601,106.7009801,Quận Bình Thạnh,Hồ Chí Minh
1761,VŨ VĂN THẮNG,"379 Phạm Văn Đồng, Phường 11, Quận Bình Thạnh, TP Hồ Chí Minh",Laha Coffee,coffee chains and milk tea,"379 Phạm Văn Đồng, P.11, Q.Bình Thạnh",10.8209,106.69466,Quận Bình Thạnh,Hồ Chí Minh
1762,LALY CAFE,"3 Huỳnh Khương Ninh, P.Đa Kao, Q.1, TP.HCM",Laly Cafe,coffee chains and milk tea,"3 Huỳnh Khương Ninh, P.Đa Kao, Q.1",10.79072,106.69688,Quận 1,Hồ Chí Minh
1763,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ DI PHÁT,"118/3  Triệu Quang Phục, Phường 11, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",Lapusa Coffee,coffee chains and milk tea,"292 Điện Biên Phủ, P.7, Q.3",10.77713,106.68415,Quận 3,Hồ Chí Minh
1764,LẨU CÁ KÈO VÀ BÁNH TRÁNG TRẢNG BÀNG,"Phòng 408 nhà G6A Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",Lẩu Cá Kèo Và Bánh Tráng Trảng Bàng,restaurant,"108 Nguyên Hồng, P.Láng Hạ, Q.Đống Đa",21.01562,105.80951,Quận Đống Đa,Hà Nội
1765,LẨU LAKSA,"968 La Thành, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội, VIỆT NAM",Lẩu Laksa,restaurant,"1 Ngõ 117 Thái Hà, P.Trung Liệt, Q.Đống Đa",21.0125527,105.8202806,Quận Đống Đa,Hà Nội
1766,CÔNG TY TNHH NHÀ HÀNG VELA,"35 Hàng Vôi, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",Lẩu Nướng Vela,restaurant,"103E3 Lê Thanh Nghị, P.Đồng Tâm, Q.Hai Bà Trưng",21.00183,105.84402,Quận Hai Bà Trưng,Hà Nội
1767,LẨU SONG VIỆT,"116C E4 Trung Liệt, Phường Trung Liệt, Quận Đống Đa, Hà Nội, VIỆT NAM",Lẩu Song Việt,restaurant,"47 Nguyễn Ngọc Vũ, P.Trung Hoà, Q.Cầu Giấy",21.00924,105.8121,Quận Cầu Giấy,Hà Nội
1768,CÔNG TY TNHH MỘT THÀNH VIÊN LAVIDA COFFEE AND TEA,"113 PHAN XÍCH LONG, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",Lavida Coffee And Tea,coffee chains and milk tea,"113 Phan Xích Long, P.7, Q.Phú Nhuận",10.79865,106.6877,Quận Phú Nhuận,Hồ Chí Minh
1769,CÔNG TY TNHH MỘT THÀNH VIÊN LAVIDA COFFEE AND TEA,"113 PHAN XÍCH LONG, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",Lavida Coffee And Tea,coffee chains and milk tea,"7 Trần Quốc Toản, P.8, Q.3",10.78949,106.68939,Quận 3,Hồ Chí Minh
1770,CÔNG TY TNHH MỘT THÀNH VIÊN LAVIDA COFFEE AND TEA,"113 PHAN XÍCH LONG, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",Lavida Coffee And Tea,coffee chains and milk tea,"115 D2, P.25, Q.Bình Thạnh",10.80449,106.7159,Quận Bình Thạnh,Hồ Chí Minh
1771,CÔNG TY TNHH MỘT THÀNH VIÊN LAVIDA COFFEE AND TEA,"113 PHAN XÍCH LONG, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",Lavida Coffee And Tea,coffee chains and milk tea,"221 Quang Trung, P.10, Q.Gò Vấp",10.82859,106.67377,Quận Gò Vấp,Hồ Chí Minh
1772,CÔNG TY TNHH MỘT THÀNH VIÊN LAVIDA COFFEE AND TEA,"113 PHAN XÍCH LONG, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",Lavida Coffee And Tea,coffee chains and milk tea,"311 Nguyễn Tri Phương, P.5, Q.10",10.76177,106.66844,Quận 10,Hồ Chí Minh
1773,CÔNG TY TNHH MỘT THÀNH VIÊN LAVIDA COFFEE AND TEA,"113 PHAN XÍCH LONG, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",Lavida Coffee And Tea,coffee chains and milk tea,"509 Sư Vạn Hạnh, P.12, Q.10",10.77429,106.6682,Quận 10,Hồ Chí Minh
1774,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ SBO VIỆT NAM,"11 Nhà H9, Tập thể trường Đại học Sư Phạm Hà Nội, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội, VIỆT NAM",Le Monde Steak,coffee chains and milk tea,"84 Trung Hòa, P.Trung Hoà, Q.Cầu Giấy",21.01632,105.79998,Quận Cầu Giấy,Hà Nội
1775,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ SBO VIỆT NAM,"11 Nhà H9, Tập thể trường Đại học Sư Phạm Hà Nội, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội, VIỆT NAM",Le Monde Steak,coffee chains and milk tea,"191 Bà Triệu, P.Lê Đại Hành, Q.Hai Bà Trưng",21.01173,105.84914,Quận Hai Bà Trưng,Hà Nội
1776,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ SBO VIỆT NAM,"11 Nhà H9, Tập thể trường Đại học Sư Phạm Hà Nội, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội, VIỆT NAM",Le Monde Steak,coffee chains and milk tea,"32 & 34 Vincom Times, Vĩnh Phú, Hai Bà Trưng",21.02437,105.85249,Quận Hoàn Kiếm,Hà Nội
1777,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ SBO VIỆT NAM,"11 Nhà H9, Tập thể trường Đại học Sư Phạm Hà Nội, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội, VIỆT NAM",Le Monde Steak,coffee chains and milk tea,"119 Trần Duy Hưng, P.Trung Hòa, Q.Cầu Giấy",21.0087834,105.7974134,Quận Cầu Giấy,Hà Nội
1778,LECASTELLA AND LEECHA HUỲNH THÚC KHÁNG,"7 Huỳnh Thúc Kháng, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",Lecastella And Leecha,coffee chains and milk tea,"7 Huỳnh Thúc Kháng, P.Láng Hạ, Q.Đống Đa",21.01726,105.81357,Quận Đống Đa,Hà Nội
1779,LECASTELLA AND LEECHA HUỲNH THÚC KHÁNG,"7 Huỳnh Thúc Kháng, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",Lecastella And Leecha,coffee chains and milk tea,"21 Lê Đại Hành, P.Lê Đại Hành, Q.Hai Bà Trưng",21.00991,105.84977,Quận Hai Bà Trưng,Hà Nội
1780,LEE KIM CHI COFFEE & TEA,"148/23  Lý Chính Thắng, Phường 7, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Lee Kim Chi Coffee & Tea,coffee chains and milk tea,"148/23 Lý Chính Thắng, P.7, Q.3",10.78629,106.68458,Quận 3,Hồ Chí Minh
1781,LIBB HOUSE COFFEE & TEA,"198B Nguyễn Kim, Phường 6, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Libb House Coffee & Tea,coffee chains and milk tea,"198B Nguyễn Kim, P.6, Q.10",10.76457,106.66153,Quận 10,Hồ Chí Minh
1782,LIDER STORE,"42/22E Tôn Thất Thiệp, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",Lider Store,shopping,"42/22E Tôn Thất Thiệp, P.Bến Nghé, Q.1",10.77344,106.7023,Quận 1,Hồ Chí Minh
1783,CÔNG TY TNHH KARTOFFELN,"16 Đào Tấn, Phường 5, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",Little Something,fast food,"101 Tôn Dật Tiên, P.Tân Phú, Q.7",10.72745,106.7194,Quận 7,Hồ Chí Minh
1784,HỘ KINH DOANH LIVING WELL DELI,"523  Hoàng Sa, Phường 8, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Living Well Deli,bakery,"523 Hoàng Sa, P.8, Q.3",10.79209,106.68382,Quận 3,Hồ Chí Minh
1785,HỘ KINH DOANH LIVING WELL DELI,"523  Hoàng Sa, Phường 8, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Living Well Deli,bakery,"2 Tản Viên, P.2, Q.Tân Bình",10.80725,106.6654,Quận Tân Bình,Hồ Chí Minh
1786,CÔNG TY CP TTTM LOTTE VIỆT NAM,"469 Nguyễn Hữu Thọ, Phừơng Tân Hưng, Quận 7, Tp. Hồ Chí Minh",Lotte Mart,supermarket,"54 Liễu Giai, P.Cống Vị, Q.Ba Đình",21.03345,105.81374,Quận Ba Đình,Hà Nội
1787,CÔNG TY CP TTTM LOTTE VIỆT NAM,"469 Nguyễn Hữu Thọ, Phừơng Tân Hưng, Quận 7, Tp. Hồ Chí Minh",Lotte Mart,supermarket,"Khu Đô Thị The Seasons Bình Dương, P.Lái Thiêu, Tx.Thuận An",10.90755,106.71279,Thị Trấn Lái Thiêu,Thị Xã Thuận An
1788,CÔNG TY CP TTTM LOTTE VIỆT NAM,"469 Nguyễn Hữu Thọ, Phừơng Tân Hưng, Quận 7, Tp. Hồ Chí Minh",Lotte Mart,supermarket,"84 Mậu Thân, P.An Hòa, Q.Ninh Kiều",10.0426504,105.7661197,Quận Ninh Kiều,Cần Thơ
1789,CÔNG TY CP TTTM LOTTE VIỆT NAM,"469 Nguyễn Hữu Thọ, Phừơng Tân Hưng, Quận 7, Tp. Hồ Chí Minh",Lotte Mart,supermarket,"20 Lê Văn Lương, P.Dịch Vọng, Q.Cầu Giấy",21.00905,105.80958,Quận Cầu Giấy,Hà Nội
1790,CÔNG TY CP TTTM LOTTE VIỆT NAM,"469 Nguyễn Hữu Thọ, Phừơng Tân Hưng, Quận 7, Tp. Hồ Chí Minh",Lotte Mart,supermarket,"6 Nại Nam, P.Hòa Cường Bắc, Q.Hải Châu",16.03423,108.22931,Quận Hải Châu,Đà Nẵng
1791,CÔNG TY CP TTTM LOTTE VIỆT NAM,"469 Nguyễn Hữu Thọ, Phừơng Tân Hưng, Quận 7, Tp. Hồ Chí Minh",Lotte Mart,supermarket,"229 Tây Sơn, P.Ngã Tư Sở, Q.Đống Đa",21.00601,105.82278,Quận Đống Đa,Hà Nội
1792,CÔNG TY CP TTTM LOTTE VIỆT NAM,"469 Nguyễn Hữu Thọ, Phừơng Tân Hưng, Quận 7, Tp. Hồ Chí Minh",Lotte Mart,supermarket,"Quốc Lộ 1A, P.Long Bình, TP.Biên Hòa",10.90592,106.84888,Phường Long Bình Tân,Biên Hòa
1793,CÔNG TY CP TTTM LOTTE VIỆT NAM,"469 Nguyễn Hữu Thọ, Phừơng Tân Hưng, Quận 7, Tp. Hồ Chí Minh",Lotte Mart,supermarket,"242 Nguyễn Văn Lượng, P.10, Q.Gò Vấp",10.83862,106.67187,Quận Gò Vấp,Hồ Chí Minh
1794,CÔNG TY CP TTTM LOTTE VIỆT NAM,"469 Nguyễn Hữu Thọ, Phừơng Tân Hưng, Quận 7, Tp. Hồ Chí Minh",Lotte Mart,supermarket,"469 Nguyễn Hữu Thọ, P.Tân Hưng, Q.7",10.7487101,106.70235,Quận 7,Hồ Chí Minh
1795,CÔNG TY CP TTTM LOTTE VIỆT NAM,"469 Nguyễn Hữu Thọ, Phừơng Tân Hưng, Quận 7, Tp. Hồ Chí Minh",Lotte Mart,supermarket,"23/10, P.Phương Sơn, TP.Nha Trang",12.23725,109.18425,Phường Phước Hòa,Nha Trang
1796,CÔNG TY CP TTTM LOTTE VIỆT NAM,"469 Nguyễn Hữu Thọ, Phừơng Tân Hưng, Quận 7, Tp. Hồ Chí Minh",Lotte Mart,supermarket,"322 Võ Văn Kiệt, P.Phú Thủy, TP.Phan Thiết",10.94038,108.11776,Phường Phú Thủy,Phan Thiết
1797,CÔNG TY CP TTTM LOTTE VIỆT NAM,"469 Nguyễn Hữu Thọ, Phừơng Tân Hưng, Quận 7, Tp. Hồ Chí Minh",Lotte Mart,supermarket,"968 3 Tháng 2, P.15, Q.11",10.7624381,106.6573614,Quận 11,Hồ Chí Minh
1798,CÔNG TY CP TTTM LOTTE VIỆT NAM,"469 Nguyễn Hữu Thọ, Phừơng Tân Hưng, Quận 7, Tp. Hồ Chí Minh",Lotte Mart,supermarket,"20 Cộng Hòa, P.12, Q.Tân Bình",10.80146,106.65366,Quận Tân Bình,Hồ Chí Minh
1799,CÔNG TY CP TTTM LOTTE VIỆT NAM,"469 Nguyễn Hữu Thọ, Phừơng Tân Hưng, Quận 7, Tp. Hồ Chí Minh",Lotte Mart,supermarket,"Thi Sách, P.8, TP.Vũng Tàu",10.35024,107.09595,Phường 8,Vũng Tàu
1800,LYLAGUA COFFEE,"440 Tây Sơn, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội, VIỆT NAM",Lylagua Coffee,coffee chains and milk tea,"440 Tây Sơn, P.Ngã Tư Sở, Q.Đống Đa",21.00339,105.82025,Quận Đống Đa,Hà Nội
1801,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ CỔNG VÀNG ,"Số 60 Giang Văn Minh, Phường Đội Cấn, Quận Ba Đình, Hà Nội, VIỆT NAM",Manwah,restaurant,"19 Cao Thắng, P.2, Q.3",10.7692,106.68313,Quận 3,Hồ Chí Minh
1802,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ CỔNG VÀNG ,"Số 60 Giang Văn Minh, Phường Đội Cấn, Quận Ba Đình, Hà Nội, VIỆT NAM",Manwah,restaurant,"27 Lê Văn Lương, P.Nhân Chính, Q.Thanh Xuân",21.00748,105.80793,Quận Thanh Xuân,Hà Nội
1803,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ CỔNG VÀNG ,"Số 60 Giang Văn Minh, Phường Đội Cấn, Quận Ba Đình, Hà Nội, VIỆT NAM",Manwah,restaurant,"417 Hoàng Văn Thụ, P.2, Q.Tân Bình",10.79911,106.65966,Quận Tân Bình,Hồ Chí Minh
1804,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ CỔNG VÀNG ,"Số 60 Giang Văn Minh, Phường Đội Cấn, Quận Ba Đình, Hà Nội, VIỆT NAM",Manwah,restaurant,"1 Thái Hà, P.Trung Liệt, Q.Đống Đa",21.00962,105.82375,Quận Đống Đa,Hà Nội
1805,MARC & JEN,"Lầu 3, 252 Lê Thánh Tôn, P.Bến Thành, Q.1, TP.HCM",Marc & Jen,coffee chains and milk tea,"252 Lê Thánh Tôn, P.Bến Thành, Q.1",10.77214,106.69607,Quận 1,Hồ Chí Minh
1806,CÔNG TY TNHH MARUTAMART,"11  Nguyễn Biểu , Phường Quán Thánh, Quận Ba Đình, Hà Nội, VIỆT NAM",Marumart Aqua,cvs,"44 Yên Phụ, P.Trúc Bạch, Q.Ba Đình",21.04583,105.84455,Quận Ba Đình,Hà Nội
1807,CÔNG TY TNHH MARUTAMART,"11  Nguyễn Biểu , Phường Quán Thánh, Quận Ba Đình, Hà Nội, VIỆT NAM",Marumart Aqua,cvs,"170A Xuân Diệu, P.Quảng An, Q.Tây Hồ",21.06634,105.82661,Quận Tây Hồ,Hà Nội
1808,MASTER TEA,"24B Lò Đúc, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội, VIỆT NAM",Master Tea,coffee chains and milk tea,"34 Yên Lãng, P.Thịnh Quang, Q.Đống Đa",21.010906,105.816196,Quận Đống Đa,Hà Nội
1809,MASTER TEA,"24B Lò Đúc, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội, VIỆT NAM",Master Tea,coffee chains and milk tea,"75 Trần Quốc Hoàn, P.Dịch Vọng Hậu, Q.Cầu Giấy",21.04167,105.78614,Quận Cầu Giấy,Hà Nội
1810,MEI WEI,"Vị Trí 6 - 16A Tầng 6, TTTM Vạn Hạnh Số 11 Sư Vạn Hạnh, P.12, Q.10, TP.HCM",Mei Wei,restaurant,"11 Sư Vạn Hạnh, P.12, Q.10",10.77581,106.66836,Quận 10,Hồ Chí Minh
1811,MEN'S HEALTH,"7B/31 Thành Thái, P.14, Q.10, TP.HCM",Men's Health,beauty,"7B/31 Thành Thái, P.14, Q.10",10.7744085,106.6639827,Quận 10,Hồ Chí Minh
1812,HỘ KINH DOANH MÌ QUẢNG 3 ANH EM,"193 Cách Mạng Tháng 8, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Mì Quảng 3 Anh Em,restaurant,"193 Cách Mạng Tháng 8, P.4, Q.3",10.77542,106.6861,Quận 3,Hồ Chí Minh
1813,MÌ QUẢNG 3 ANH EM ,"117 Đường D2, Phường 25, Quận Bình Thạnh, Thành Phố Hồ Chí Minh, VIỆT NAM",Mì Quảng 3 Anh Em,restaurant,"117 Nguyễn Gia Trí, P.25, Q.Bình Thạnh",10.8045768,106.7159052,Quận Bình Thạnh,Hồ Chí Minh
1814,MÌ QUẢNG ẤM CHÈ XANH,"18 Đường số 11N- Khu cư xá Ngân Hàng , Phường Tân Thuận Tây, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",Mì Quảng Ấm Chè Xanh,restaurant,"18 Số 11N, P.Tân Thuận Tây, Q.7",10.74964,106.72783,Quận 7,Hồ Chí Minh
1815,MÌ QUẢNG THĂNG BÌNH,"10G Lâm Văn Bền, Phường Tân Thuận Tây, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",Mì Quảng Thăng Bình,restaurant,"10G Lâm Văn Bền, P.Tân Thuận Tây, Q.7",10.7491025,106.7158425,Quận 7,Hồ Chí Minh
1816,MÌ VỊT TIỀM YAU CHAN,"Quầy 43-44-45 Asian Food Town, Số 4 Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",Mì Vịt Tiềm Yau Chan,restaurant,"4 Phạm Ngũ Lão, P.Phạm Ngũ Lão, Q.1",10.77014,106.69699,Quận 1,Hồ Chí Minh
1817,MÌ Ý DOUBLE B,"391 TK40/24 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Hồ Chí Minh",Mì Ý Double B,restaurant,"391 Trần Hưng Đạo, P.Cầu Kho, Q.1",10.76031,106.68872,Quận 1,Hồ Chí Minh
1818,MÌ Ý DOUBLE B,"391 TK40/24 Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Hồ Chí Minh",Mì Ý Double B,restaurant,"266/70 Tô Hiến Thành, P.15, Q.10",10.77841,106.66622,Quận 10,Hồ Chí Minh
1819,MICHI SUSHI,"Lầu 7, 42/73 NGUYỄN HUỆ, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",Michi Sushi,restaurant,"42/73 Nguyễn Huệ, P.Bến Nghé, Q.1",10.77387,106.7041,Quận 1,Hồ Chí Minh
1820,CÔNG TY TNHH LƯƠNG THỰC VÀ THỰC PHẨM MIEFOOD ,"12 ngách 5  ngõ 178 Tây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà Nội, VIỆT NAM",Mie Food,food store,"12 Đặng Tiến Đông, P.Trung Liệt, Q.Đống Đa",21.01307,105.82295,Quận Đống Đa,Hà Nội
1821,MILANO 7A/50 THÀNH THÁI,"7A/50 Thành Thái, Phường 14, Quận 10, HCM",Milano Coffee,coffee chains and milk tea,"7A/50 Thành Thái, P.14, Q.10",10.76831,106.6646,Quận 10,Hồ Chí Minh
1822,MILANO COFFEE,"28 Nguyễn Phúc Nguyên, Phường 9, Quận 3, HCM",Milano Coffee,coffee chains and milk tea,"28 Nguyễn Phúc Nguyên, P.9, Q.3",10.77822,106.6814,Quận 3,Hồ Chí Minh
1823,MILANO NAM LONG,"23 Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",Milano Coffee,coffee chains and milk tea,"23 Trần Trọng Cung, P.Tân Thuận Đông, Q.7",10.74347,106.73061,Quận 7,Hồ Chí Minh
1824,MILANO NAM LONG,"23 Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",Milano Coffee,coffee chains and milk tea,"8 Nguyễn Lương Bằng, P.Tân Phú, Q.7",10.73292,106.71914,Quận 7,Hồ Chí Minh
1825,MILANOCOFEE,"12 đường số 1 KDC cityland , Phường Tân Phú, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",Milano Coffee,coffee chains and milk tea,"75/1 Mai Thị Lựu, P.Đa Kao, Q.1",10.79218,106.69801,Quận 1,Hồ Chí Minh
